21437,161,196
170,315,178
306,314,162
306,323,153
314,314,153
314,314,153
315,774,153
306,323,153
306,314,153
306,314,153
153,323,315
153,315,323
153,315,323
144,315,748
153,314,323
153,315,314
145,314,323
153,314,315
153,314,162
289,315,161
280,314,153
289,314,162
289,314,162
289,315,161
289,314,162
289,314,153
476,323,153
306,314,153
314,314,162
306,315,153
306,314,162
637,314,162
289,314,153
281,323,153
272,314,153
306,323,323
306,314,323
315,315,323
306,773,314
314,314,323
306,323,748
306,161,153
280,314,153
280,323,153
289,314,162
289,315,161
289,314,162
306,314,162
493,314,162
289,314,162
289,315,153
306,315,161
306,314,153
620,314,162
306,314,162
306,774,161
289,314,162
289,314,162
145,314,323
153,323,314
153,400,297
153,315,323
153,314,315
145,314,315
153,314,323
153,323,314
153,315,161
306,315,153
306,323,153
306,314,162
306,774,161
306,314,153
306,315,161
306,315,161
306,315,161
612,315,153
306,314,153
306,314,162
314,314,162
306,315,153
629,314,162
315,315,153
306,314,162
153,314,323
144,315,314
153,315,323
145,314,315
145,314,748
153,315,323
153,315,323
145,314,272
289,314,162
306,773,162
289,314,162
306,314,162
289,323,153
306,315,153
765,315,153
298,315,153
315,315,153
289,314,162
289,315,161
459,315,153
306,315,161
306,315,161
306,314,153
306,315,161
153,315,161
145,314,323
306,314,756
306,315,323
306,314,323
314,314,315
306,323,314
289,153,153
306,314,153
306,315,153
289,314,162
289,315,161
289,773,153
314,314,162
306,314,162
289,315,161
306,315,161
280,782,161
306,314,153
314,314,162
306,315,153
306,314,162
306,774,161
306,272,162
153,314,757
153,315,323
153,323,315
153,314,323
153,323,314
153,391,323
153,314,323
153,323,315
306,315,161
306,315,161
306,773,162
314,314,162
306,315,153
306,314,153
314,314,153
671,323,153
315,315,153
306,314,153
306,314,162
306,315,153
289,314,162
280,323,153
306,314,162
315,315,153
306,314,162
144,315,314
306,315,323
314,314,748
306,315,315
306,314,314
306,315,323
306,314,153
740,315,153
289,315,153
289,314,162
289,323,153
289,315,153
476,314,162
289,314,162
281,315,153
306,315,153
306,323,153
654,314,162
289,314,153
280,314,153
289,314,162
289,315,161
306,314,153
145,314,323
144,315,748
153,315,323
145,314,315
153,314,323
144,315,314
144,723,323
153,314,323
153,323,153
306,315,153
306,315,153
306,774,153
306,314,162
306,314,162
314,314,162
306,314,162
638,315,153
306,314,162
306,315,153
306,314,162
306,315,153
587,315,161
289,314,153
289,315,161
289,314,162
306,315,314
306,314,315
306,315,315
306,773,314
306,315,315
