31501,127,170
136,127,153
111,272,119
136,247,297
128,272,306
136,306,306
127,246,654
136,272,739
119,306,136
306,289,128
298,314,136
289,315,127
298,298,136
297,298,128
306,740,119
289,757,119
289,306,128
298,314,128
297,298,128
127,306,119
136,247,298
111,263,306
127,263,297
136,247,297
127,297,765
119,298,127
298,306,128
297,306,127
306,297,128
298,298,127
306,289,127
297,748,127
306,756,136
289,314,128
297,297,127
297,297,127
136,306,127
128,247,323
119,255,306
136,255,297
136,263,306
136,264,663
127,306,111
314,298,136
298,298,136
298,289,136
306,306,119
298,306,119
680,289,128
297,731,136
298,306,128
306,289,136
297,298,136
119,306,119
127,255,306
119,246,306
145,247,306
144,493,306
136,621,306
119,289,731
289,306,128
306,306,128
306,306,119
297,298,119
289,315,127
306,289,136
297,748,127
306,298,136
298,314,136
298,297,136
297,315,128
297,306,119
306,306,306
629,289,306
306,323,714
298,306,765
306,298,111
289,306,119
298,306,128
298,298,127
306,314,128
298,314,119
315,739,127
306,765,136
297,297,119
306,314,119
306,306,110
289,315,128
111,272,128
136,255,297
128,289,297
136,434,306
136,272,722
127,289,306
119,314,136
306,297,127
298,306,128
306,306,136
297,314,119
306,739,136
298,314,119
314,297,127
297,306,127
289,306,136
323,306,136
127,263,127
136,272,297
128,272,306
128,272,722
136,272,680
119,255,298
128,314,119
297,314,128
298,298,136
306,306,128
459,298,136
306,731,136
297,289,136
298,298,136
297,297,127
289,306,127
298,306,128
315,289,127
587,306,289
289,306,731
281,314,306
306,315,297
298,323,306
297,119,128
306,314,119
485,306,119
306,748,127
298,306,128
306,306,119
298,306,119
289,306,119
297,323,128
306,306,136
306,298,119
128,306,127
136,604,306
128,264,688
136,264,298
119,247,289
136,255,297
136,298,119
306,306,127
306,314,119
298,740,119
306,314,128
297,306,128
306,314,136
298,306,128
306,298,136
306,297,136
298,306,128
306,748,119
136,272,731
119,264,663
136,263,298
119,280,306
136,272,297
119,297,111
306,306,128
315,331,136
306,748,136
306,306,136
306,315,128
298,306,119
289,315,136
289,314,128
297,315,128
297,306,127
298,255,128
128,655,298
136,272,740
127,272,306
136,306,298
136,255,297
136,306,204
289,315,119
289,314,127
689,315,119
289,757,119
306,314,119
289,314,127
306,306,136
298,297,128
298,289,127
298,314,136
297,306,144
289,756,314
298,297,748
306,315,297
298,306,306
297,297,306
281,119,136
298,289,136
297,748,119
289,306,128
289,306,136
306,315,127
306,306,128
298,289,127
298,306,136
340,297,136
306,748,127
136,255,127
128,280,297
136,263,306
128,306,298
128,272,306
127,272,289
102,297,119
731,297,128
306,748,153
298,306,127
289,306,127
315,306,136
306,315,128
306,289,127
298,298,136
306,306,128
306,748,127
306,748,119
298,289,731
298,289,306
306,306,298
297,315,306
306,297,289
297,144,119
306,748,136
298,757,136
298,306,136
306,297,128
298,289,128
306,306,136
298,315,128
315,315,136
502,297,128
297,263,119
136,264,689
119,255,298
136,263,306
127,247,289
127,272,297
136,297,119
289,306,127
298,748,119
289,756,127
298,306,119
306,306,119
298,323,136
298,306,136
306,306,128
297,297,136
298,740,127
289,731,128
306,740,306
297,315,306
306,315,314
306,306,298
306,306,306
306,127,128
765,314,127
289,748,119
314,306,136
297,314,145
306,306,136
298,298,136
297,297,127
306,306,127
484,298,136
297,731,128
111,246,119
128,263,306
136,297,298
136,272,298
136,272,306
136,280,306
119,306,136
535,315,127
298,731,111
289,306,136
306,315,136
298,315,128
298,306,136
297,297,136
297,297,128
476,315,127
306,748,119
289,323,731
289,297,315
306,314,306
298,298,306
306,297,298
272,119,128
298,756,128
297,306,136
306,298,136
297,297,144
306,306,127
306,315,127
298,314,119
553,315,119
306,748,128
306,306,128
119,306,128
128,272,298
119,289,297
144,281,297
145,297,306
127,247,306
127,306,119
289,748,127
485,289,119
306,306,110
289,323,119
289,306,119
289,298,136
612,314,136
306,314,136
298,748,136
306,748,127
289,298,128
306,306,297
289,306,306
314,306,315
306,306,306
306,756,306
289,128,136
306,289,136
297,306,111
297,306,119
280,315,119
306,306,119
297,314,110
425,306,136
298,748,119
306,306,111
306,536,127
136,306,128
144,501,153
289,740,136
298,298,740
306,298,731
306,306,306
289,297,289
289,127,144
289,281,127
315,289,127
314,739,136
289,748,111
306,459,119
289,281,136
306,306,128
297,280,119
977,272,128
306,297,128
127,263,128
136,272,739
128,264,629
127,255,280
136,569,281
119,272,297
136,298,128
297,306,136
272,281,136
323,289,136
297,289,127
289,289,127
706,340,136
289,306,136
297,807,128
298,298,127
306,306,127
119,255,128
128,536,306
119,306,740
128,255,416
119,255,306
136,298,306
111,280,119
374,306,119
289,306,119
399,306,119
272,289,136
306,298,127
493,306,144
306,298,127
306,306,119
306,306,127
281,314,119
374,315,128
502,1079,136
297,281,383
306,306,280
289,306,323
289,731,314
298,136,119
298,306,136
297,306,136
306,297,136
281,298,127
306,484,136
306,298,136
298,306,119
306,280,119
518,323,136
289,298,136
646,272,119
136,306,298
127,518,298
127,289,748
111,255,306
127,476,289
128,306,127
314,298,136
298,297,136
289,748,127
1156,314,111
510,544,128
306,739,128
289,314,136
323,298,136
323,306,128
306,382,136
128,272,128
128,264,297
119,272,298
136,298,306
119,272,740
136,263,297
119,289,136
306,315,119
306,306,127
425,289,136
306,306,128
297,739,128
298,297,136
306,297,136
603,298,128
306,297,136
297,136,136
136,280,280
127,280,306
127,281,272
136,280,306
128,459,332
298,306,136
298,306,136
680,323,128
306,731,119
298,306,119
298,315,128
306,298,136
306,306,128
306,323,110
306,391,119
603,306,128
127,255,297
136,264,680
127,263,306
136,297,280
128,272,408
127,297,298
306,298,127
306,298,128
297,731,128
629,323,111
281,306,128
297,297,136
306,297,127
281,306,136
306,306,128
298,306,127
485,306,119
289,731,314
297,306,739
306,298,306
297,314,315
297,297,306
281,128,128
731,306,136
289,663,127
739,323,119
306,748,128
297,306,127
306,314,119
544,306,127
306,314,111
306,314,136
306,306,127
119,272,111
128,748,298
128,1071,297
136,519,306
136,306,731
128,272,289
127,297,128
315,323,136
306,315,119
