21998,162,187
170,153,170
314,323,153
323,323,153
315,315,162
314,314,153
315,314,153
663,315,153
323,323,161
145,731,314
153,314,323
144,323,323
153,314,323
145,323,323
153,314,314
153,315,315
145,323,153
314,315,153
314,314,153
314,315,153
314,314,161
323,315,153
314,315,161
315,765,153
314,315,153
314,315,153
314,314,161
323,315,153
314,315,161
315,314,153
315,774,153
153,323,162
144,323,323
153,323,323
153,314,314
153,315,315
145,323,323
153,323,323
153,315,315
153,315,153
315,315,162
323,314,153
315,314,162
314,315,153
314,773,153
315,314,153
323,773,162
314,315,153
314,314,161
323,315,153
314,315,161
315,314,153
315,315,162
323,773,153
315,315,153
144,323,323
315,314,315
315,314,323
314,315,323
314,314,323
314,314,314
314,153,153
315,765,153
323,315,153
314,315,161
315,314,153
315,315,162
323,314,153
315,314,162
314,765,153
315,314,153
314,315,161
315,315,162
323,314,153
315,314,162
314,315,153
144,323,315
153,323,323
145,323,323
153,315,315
145,323,323
144,323,323
153,315,315
153,323,153
323,314,153
314,315,153
314,314,153
315,314,161
314,315,161
315,314,153
315,774,153
314,315,153
314,314,161
323,315,153
315,314,153
315,314,153
315,315,153
315,765,153
314,315,153
314,315,314
314,315,561
314,315,314
323,315,315
323,315,315
314,315,323
314,153,153
731,314,153
323,314,153
315,765,153
323,315,153
314,315,161
315,314,153
323,315,162
323,314,153
315,314,162
315,774,161
314,315,161
315,314,153
315,315,153
153,315,153
145,323,323
153,323,323
153,357,314
153,315,315
145,323,323
153,323,323
153,315,315
153,314,153
314,314,153
323,773,153
315,315,153
323,315,153
314,315,161
315,314,153
315,315,153
314,315,162
731,315,153
314,315,153
314,773,153
315,314,153
323,315,153
315,314,153
323,314,314
323,314,314
314,315,323
705,315,314
314,323,323
323,773,315
315,162,153
315,314,153
315,315,153
314,315,162
314,314,153
323,314,153
315,765,153
323,315,153
314,765,153
323,314,153
315,314,162
314,315,153
314,314,161
323,315,153
314,315,161
247,672,162
153,314,314
153,315,315
145,323,323
145,323,323
153,314,323
145,323,323
153,297,314
153,315,272
314,315,162
323,314,153
314,315,153
314,315,153
314,314,153
314,765,153
315,314,153
315,314,153
315,315,162
323,314,153
315,314,162
315,323,162
705,314,153
323,314,153
315,272,161
153,323,756
144,323,323
153,323,323
144,323,323
153,323,323
153,323,323
144,467,314
144,323,161
323,315,153
314,315,161
315,314,153
315,315,153
314,315,162
314,773,153
315,314,161
314,315,161
315,314,153
315,315,162
323,314,153
323,314,162
314,765,153
315,314,153
315,765,153
314,315,314
315,272,314
144,323,323
315,315,323
314,315,323
314,315,314
535,153,153
323,323,161
315,315,162
323,314,153
315,314,162
314,315,153
314,314,161
620,315,153
323,314,153
314,765,153
315,314,153
315,314,153
315,315,162
323,314,153
315,314,162
153,323,323
153,510,314
153,298,697
153,323,323
144,323,323
153,315,315
153,323,323
145,323,331
442,314,153
315,314,162
314,765,153
315,314,153
314,323,161
315,315,162
323,314,153
315,314,162
315,323,162
323,774,161
315,314,153
315,315,162
323,314,153
315,314,162
153,323,162
144,323,323
153,357,314
144,323,323
153,314,314
144,323,323
153,323,323
153,314,314
153,315,153
315,774,161
314,315,162
314,315,153
314,315,153
323,314,153
314,315,153
314,314,161
705,315,153
314,314,153
314,765,153
315,314,153
315,314,153
315,315,162
323,314,153
315,314,323
153,315,315
315,774,314
323,314,314
315,765,315
315,314,323
272,153,153
323,314,153
315,314,162
314,315,153
314,315,153
314,765,153
315,314,153
315,315,153
323,315,162
323,314,153
315,314,162
314,315,153
637,314,153
315,314,162
314,765,153
272,314,153
153,323,323
153,315,315
145,323,323
144,323,323
153,314,323
145,425,314
144,323,323
145,323,162
315,314,162
323,314,153
315,314,162
314,315,153
314,773,153
314,315,161
315,315,162
323,314,153
315,314,162
314,315,153
314,314,161
323,774,153
314,314,153
323,773,153
315,315,153
323,315,315
314,315,314
314,315,323
323,323,323
314,315,323
476,314,153
315,323,162
314,773,153
315,314,153
315,315,162
323,314,153
315,314,162
314,315,153
314,314,161
323,774,153
323,314,153
323,314,153
315,314,162
314,315,153
314,314,161
323,323,161
179,170,178
170,748,323
161,340,170
366,340,161
314,748,162
331,349,162
